id,name,meta_description,headline_description,tags,short_description
5292e413-b25d-42f2-888e-d0ddc1cc6077,FORMULA 1 WALL COLLAGE POSTERS,"Buy Formula 1 collage posters printed on 300GSM matte artcard with premium laminate. A4 & A5 sizes, ultra-soft texture, non-reflective finish—perfect for F1 fans and sleek wall aesthetics.",Discover the most premium prints in India with 300GSM matte artcard prints and our special laminate that gives a texture and look that is unparalleled.,Aesthetic,F1 circuit collage art Formula 1 poster set Racing poster collage A5 A4 A3 Multi-size pack
1284e64d-7af9-412a-8559-440a9fad331e,Truffle Potato Chips Party Pack,"Buy Atom Eats Truffle Potato Chips – made with real truffle powder, no fake flavors. Ruffled for max seasoning in every bite. Gluten-free, preservative-free & dangerously delicious. 300g party pack.","They’re made using real truffle powder and none of that fake flavouring nonsense. The ridges hold on to more of the seasoning so you get more truffle in every bite.
",Gluten-Free|Yummy,Truffle Ruffled Gourmet Vegan Premium Party Size Luxury Potato Truffle-Flavored Handcrafted Chips Artisanal Truffle Snacks
7b70c89b-7dcc-45a3-8c38-f6a884aa6c98,DIY UV Resin Pendant Kit,"Make 5–10 stunning pendants with the DIY UV Resin Pendant Kit. Includes all materials & a step-by-step tutorial. Quick to craft, easy to cure—perfect for ages 13+ and creative minds of all kinds.
","Ideal for expressing your creativity and making unique accessories, this kit is perfect for all ages.

",DIY Kit,DIY Resin Pendant Solar UV resin jewelry pendant making Craft your own resin for beginners UV resin
4bcdb008-36f2-4900-a357-41d1498d6ec3,MEMENTO MORI | LIFE CALENDER - METAL FRAME,"Buy the Memento Mori Life Calendar with a premium metal frame and visualize your entire life in 4,160 weeks. Boost focus, motivation, and live with intention every single day. Made in India.","Fill in a new square with each passing week, and you'll quickly experience improved focus, a heightened perspective on life, and a rush of motivation to take consistent action.",Made in India,Mori Life Calendar Life in Weeks 80-year life tracker Memento Mori wall art Life calendar poster Weekly tracker calendar Motivational wall art
bbc61490-af31-4942-a60e-a868171335c1,Litele Duo – A Smart Lamp That Understands You 💡✨,"Upgrade your space with the Litele Duo Lamp, a sleek minimalist dual-light desk lamp from One Good Object. Featuring warm & cool lighting, adjustable design, and a modern aesthetic—perfect for work, reading, or creating the perfect ambiance. Shop now!","Equipped with integrated Bluetooth Mesh Technology, this smart lamp offers advanced features like dimming, scene control, and voice control via the Smart Life app, management of multiple lights simultaneously.",Recycled Materials|3-D Printed,"Portable Litele Duo smart Compact 3D printed table lamp Minimalist Scandinavian light Top diffuser that doubles as pen holder Bluetooth Mesh smart control Supports dimming, voice, and scene control Smart Life app"
880502ef-432e-40cc-afa5-476602c45a5a,Red Bull Ring F1 Track 3D Wall Frame,"Buy the Red Bull Ring F1 3D Wall Frame – a premium, handmade collectible with raised track design on 200gsm photo paper. Perfect for motorsport lovers, home decor, or standout gifting.","Transform your space with this premium, handmade, 3D F1 track wall art! Crafted with high-quality 200gsm photo paper and featuring a raised track design.",Durable|Wooden Frame,Red Bull Ring 3D Formula 1 art Handcrafted F1 track wall decor  A4-sized Lightweight shatterproof durable
cd4cb95d-e254-43a4-b36d-d8303768bf26,The Perfect Set - Ruby & Morganite Body Serum Candles,"Indulge in luxury with The Perfect Set of Ruby & Morganite Body Serum Candles. Plant-based, cruelty-free, and aromatic—create a spa-like ambiance at home with soothing scents and skin-loving oils.

","Best of both worlds? We got you! Double the fun, double the savings.

",Body Scent Candles,Body Serum Candle set of 2 Ruby & Morganite Luxury scented candles duo Spa-style aromatherapy Relaxing mood-setting candles
30d70fbd-ed24-4006-8cf6-7f90625b3555,SPACEWAVE AESTHETIC - WALL COLLAGE POSTERS,Shop Spacewave Aesthetic Wall Posters online in India. Premium 300GSM matte prints inspired by cosmic and vaporwave art styles. Perfect for transforming any wall into a galaxy of aesthetic expression.,Discover the most premium prints in India with 300GSM matte artcard prints and our special laminate that gives a texture and look that is unparalleled.,Aesthetic,Spacewave aesthetic wall collage posters Cosmic space wave poster set Retro-futuristic space aesthetic
b1375837-0f70-48a8-86e2-f6e2f0b71db7,Put This On & Become a Merc with a Mouth (Minus the Healing Factor... Sorry!),"Experience the fusion of Y2K aesthetics and modern craftsmanship with this 3D-printed Deadpool Mask. Precision-crafted using state-of-the-art additive manufacturing, this sculptural masterpiece offers a universal fit and unmatched detail. A limited-edition collectible, hand-assembled in India. Shop now at Toastd.in!",The mask’s design is universal so it fits to all face sizes,3-D Printed,"Deadpool Mask Mythic Drops collectible PLA face mask Additive manufacturing precision Lightweight PLA construction Futuristic Y2K-inspired sculptural design Free-size universal fit, hand-assembled"
38735211-78a8-4c7c-8270-8e37459bf1de,VINTAGE ADVERTISEMENTS Wall Posters,"Rediscover the charm of old-school ads with our Vintage Advertisement Poster Set. From snacks to classic cars & cigarettes—available in A3, A4 & A5 sizes on premium 300GSM matte artcard. Perfect for retro decor.","From snacks to retro automobile adverts to rad cigarette commercials. Available in A3, A4, and A5 sized posters",Vintage,Vintage advertisement Retro collage Aesthetic wall decor Old-school advertising prints Nostalgic poster set home decor
1f2cf741-740e-48ce-8ad3-c80377470fc6,Aquatein Protein Water - 10g of Pure Protein,"Stay energized with Aquatein Protein Water – 10g of pure protein in a refreshing drink. Ideal for daily use and active lifestyles. Available in Mango, Orange, Strawberry, Mix Berry & Green Apple flavors.",Aquatein 10g is a revolutionary protein water tailored for everyone.,Hyderation|High Protein|Indian Supplement Brand,Protein Water 10g Box of 6 Ready-to-drink Zero sugar drink Portable fitness hydration
52eafcd4-8828-4158-91eb-68893ded4529,BROWNIE NACHOS (50G PACK),"Buy Brownie Nachos online – thin, crunchy nacho crisps packed with fudgy brownie flavor. Perfect for snacking, desserts, or late-night munchies. 50g of irresistible chocolate delight!","Thin, crispy, and dangerously delicious, these cocoa-rich nacho crisps deliver all the fudgy goodness of a brownie in a snackable, munchable form.",Yummy,Brownie nacho crisps Chocolate chips Thin crispy fudge brownie bits
21be4337-d5a4-426e-987a-ef2f5fce72f0,Kanye West Vinyl Records Poster,"Experience Kanye West’s iconic music on high-quality vinyl records from Reawaken Theory. Enjoy rich, uncompressed sound and stunning album art—perfect for collectors and audiophiles. Shop now for a timeless music experience!","Featuring albums- The Life of Pablo, Graduation, My Beautiful Dark Twisted Fantasy",Vintage,Kanye West wall décor Vinyl records Kanye West albums for display  Aesthetic music wall art bedrooms living rooms studios music spaces
2710682e-ded2-47b1-96e1-698a39283b9b,MUSIC CD DECOR SET - RAP,"Buy Music CD Decor Set featuring iconic rap albums by Kanye, Travis Scott, Drake, Tyler, Metro Boomin & more. Non-playable, perfect for wall art & aesthetic decor.","Featuring albums
Graduation - Kanye West
Rodeo - Travis Scott
Take Care - Drake
My Beautiful Dark Twisted Fantasy - Kanye West and many more",Vintage,Music Rap album art wall decor CDs Decor-only music Hip-hop album wall art Music-themed interior accents
7e7a26e5-52db-4a2b-9bab-ab334b992c1f,Aquatein Electrolyte Water,"Buy Aquatein Aqualytes Electrolyte Water packed with essential electrolytes for better energy, balance & absorption. Available in Guava, Lemon, Orange, Berry & Mango flavors. Perfect for athletes and daily hydration needs.","Aqualytes is an electrolyte water, designed to provide essential hydration and electrolytes for optimal physical performance.",Hyderation|Indian Supplement Brand,Electrolyte Drink Pack of 12 Water for Athletes Sports Hydration Fitness Electrolyte Beverage Rehydration-Drink Pack Electrolyte Infused Water
ec9de733-566e-4620-9869-f80f497f6fd7,Ferrari F1 Car Rug,"Buy the Ferrari F1 Car Rug crafted from 100% New Zealand wool with 4000 GSM quality. Hand-tufted in a cut-pile style, this ultra-soft, pet and kid-friendly rug brings speed and luxury to your space.",Bring the thrill of Formula 1 straight to your space with this Ferrari F1 Car Rug. Hand-tufted from 100% New Zealand wool and designed with precision.,Aesthetic|Pet Friendly|Rugs,"Ferrari F1 racing car Supercar rug décor Formula 1 fan 100% New Zealand wool 4000 GSM hand-tufted Cut-pile wool rug runner High-quality handcrafted Soft, plush kids-safe"
9a7ee3e3-9bcd-4ebb-98c8-2441244f1eab,Anti Social Traditional Design Rug,"Buy Anti Social Traditional Rug – Made from 100% New Zealand Wool, this 4000 GSM hand-tufted rug blends traditional patterns with modern anti-social design. Super soft, durable, and child-friendly with cut & loop pile for a luxurious touch.",Styled with classic motifs and made for modern mess - this rug brings old-world charm with machine-washable ease.,Aesthetic|Pet Friendly|Rugs|Child Friendly,"Anti Social Traditional Design Washable Rug Modern-traditional hybrid printed graphic meets classic pattern floor mat Super-soft, pet kid-friendly choice"
f5cbd619-ccfe-4083-8a0b-efdff90a9722,DIY Shadu Mati Ganpati Kit,"Buy DIY Shadu Mati Ganpati Kit to craft your own eco-friendly Ganesha idol at home. Includes natural clay, expert-guided instructions & is safe for kids (7+). Celebrate Ganesh Chaturthi sustainably!","Celebrate Lord Ganesha and protect the environment with our DIY kit for creating a beautiful, eco-friendly Shadu Mati idol.",DIY Kit|Child Friendly,DIY Ganpati Eco-friendly Sustainable murti Handmade Shadu Mati Eco-conscious Traditional clay chaturthi
2bc28067-6918-448d-b5b4-6d1ec435a75b,Kiwi Salt Electrolytes- 10 Sticks,"Buy UP&RUN Advance Kiwi Salt – bold tropical flavor meets clean, high-performance hydration. Packed with sodium, potassium & magnesium. No sugar, no crash—just hustle-fueled recovery in a sachet.","Ideal for athletes, fitness lovers, and anyone in need of a quick, refreshing hydration solution.",Made in India|Hyderation|Vegan|No Sugar,"Kiwi Salt electrolyte stick Zero-sugar electrolyte mix Kiwi flavor Hydration Performance Rapid hydration with sodium, potassium & magnesium Sports electrolyte mix for sweat recovery kcal, zero sugar, vegan electrolyte"
b79edebd-02be-494c-a7a7-4991b651c3e5,AESTHETIC TRAFFIC MIRROR,"Upgrade your space with the Aesthetic Traffic Mirror, featuring a shatterproof polycarbonate surface and durable ABS back in bold orange or sleek black. Easy to install with an adjustable mount included. Functional meets fashionable. Shop now at Toastd!",For your most aesthetic instagram story.,Aesthetic,Aesthetic Traffic Convex Wall Wide-Angle Decorative Retro Traffic Industrial Style Wall Urban Home Convex Security Decorative Blind Spot Modern Traffic Mirror Room Aesthetic Grunge Room Decor Mirror Selfie Mirror for Room
4538b94e-774f-431f-a609-175a9104e33d,DIY Perfume Kit,"Unleash your inner perfumer with the DIY Perfume Kit. Mix essential oils, follow an easy video guide, and create custom fragrances. Perfect for gifting, beginners, and fragrance lovers alike.

","Designed to help you craft your own unique scents from the comfort of your home. 


",DIY Kit,DIY-Perfume Making Custom Essential Oils Perfume Crafting Fragrance Blending Personalized Perfume-Creation DIY Scent Kit Perfume Making Supplies
0d86e46b-cfee-46af-be7e-acd310f2267a,Aruval / GHOST,"Buy the Aruval GHOST by 51x49 – A stealth-ready tactical rig inspired by ancient Indian steel. Brass hardware, zero branding, and built for modern operators who move sharp and stay unseen.","Born from ancient Indian steel.
Built for modern operators.
This isn’t just a bag. It’s a system.",Portable,Aruval tactical chest bag  Deccan weapon 100% original leather rig Brass hardware holster bag
24d46107-755a-4f93-82d5-bfc7b172fc47,Guava Salt Electrolytes- 10 Sticks,"Buy UP&RUN Advance Guava Salt – bold tropical flavor meets clean, high-performance hydration. Packed with sodium, potassium & magnesium. No sugar, no crash—just hustle-fueled recovery in a sachet.","Ideal for athletes, fitness lovers, and anyone in need of a quick, refreshing hydration solution.",Made in India|Hyderation|No Sugar,Guava Salt Zero-sugar drink mix supplement Sports Electrolyte powder Portable solution Instant Hydration mix sticks Electrolyte-replacement
ad791091-ca00-45dc-aa9a-6b62774a4588,Creatine Hcl Original | 100% Pure,"Buy Chamber of Gods Creatine HCL – Fast-absorbing, pure formula for lean muscle, strength, and endurance. No bloating, no loading, just clean gains. Perfect for daily use.","Creatine HCL Original is a fast-absorbing, high-purity formula for clean strength and daily performance. It delivers quick energy, supports lean muscle, and eliminates bloating - no loading, no water retention.",Indian Supplement Brand|Muscle Building|Creatine,Creatine HCL supplement Advantages Over Monohydrate No bloating or water retention Highly soluble & fast-absorbing creatine Efficient strength gains at 1.5 g dose
4cbc2246-e6fc-4133-87c5-f28a81de9c03,Silverstone 3D F1 Wall Frame,"Buy the Silverstone 3D F1 Wall Frame – premium handmade poster on 280g fine art paper with intricate 3D Silverstone track design. A luxury collectible for Formula 1 enthusiasts. A4 size, no acrylic/glass.","Whether you're a racing enthusiast or looking for a unique gift, this stunning artwork is the perfect choice. Ideal for personalizing your space, it's more than just a poster – it’s a statement piece.",Durable|Wooden Frame,Track wall frame Formula 1 3D Silverstone circuit art A4 size Black wooden Acrylic glass Lightweight shatterproof Non-breakable motorsport art
